Module	Section	Sample Name	Source
Samtools	stats	SRR2155420	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/stats/SRR2155420.markdup.sorted.bam.stats
Samtools	stats	SRR2155421	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/stats/SRR2155421.markdup.sorted.bam.stats
Samtools	stats	SRR2155418	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/stats/SRR2155418.markdup.sorted.bam.stats
Samtools	stats	SRR2155417	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/stats/SRR2155417.markdup.sorted.bam.stats
Samtools	flagstat	SRR2155419	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155419.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155415	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155415.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155418	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155418.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155417	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155417.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155423	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155423.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155424	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155424.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155421	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155421.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155413	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155413.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155416	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155416.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155420	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155420.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155414	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155414.markdup.sorted.bam.flagstat
Samtools	flagstat	SRR2155422	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/flagstat/SRR2155422.markdup.sorted.bam.flagstat
Samtools	idxstats	SRR2155419	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155419.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155415	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155415.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155414	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155414.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155422	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155422.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155416	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155416.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155423	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155423.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155424	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155424.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155420	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155420.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155418	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155418.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155421	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155421.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155417	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155417.markdup.sorted.bam.idxstats
Samtools	idxstats	SRR2155413	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/samtools/idxstats/SRR2155413.markdup.sorted.bam.idxstats
STAR	SummaryLog	SRR2155417	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155417.Log.final.out
STAR	SummaryLog	SRR2155413	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155413.Log.final.out
STAR	SummaryLog	SRR2155416	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155416.Log.final.out
STAR	SummaryLog	SRR2155422	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155422.Log.final.out
STAR	SummaryLog	SRR2155421	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155421.Log.final.out
STAR	SummaryLog	SRR2155418	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155418.Log.final.out
STAR	SummaryLog	SRR2155420	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155420.Log.final.out
STAR	SummaryLog	SRR2155415	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155415.Log.final.out
STAR	SummaryLog	SRR2155414	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155414.Log.final.out
STAR	SummaryLog	SRR2155423	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155423.Log.final.out
STAR	SummaryLog	SRR2155424	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155424.Log.final.out
STAR	SummaryLog	SRR2155419	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/star/SRR2155419.Log.final.out
FastQC (raw)	all_sections	SRR2155413	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155413_fastqc.zip
FastQC (raw)	all_sections	SRR2155423	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155423_fastqc.zip
FastQC (raw)	all_sections	SRR2155415	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155415_fastqc.zip
FastQC (raw)	all_sections	SRR2155421	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155421_fastqc.zip
FastQC (raw)	all_sections	SRR2155417	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155417_fastqc.zip
FastQC (raw)	all_sections	SRR2155422	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155422_fastqc.zip
FastQC (raw)	all_sections	SRR2155424	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155424_fastqc.zip
FastQC (raw)	all_sections	SRR2155416	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155416_fastqc.zip
FastQC (raw)	all_sections	SRR2155419	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155419_fastqc.zip
FastQC (raw)	all_sections	SRR2155418	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155418_fastqc.zip
FastQC (raw)	all_sections	SRR2155420	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155420_fastqc.zip
FastQC (raw)	all_sections	SRR2155414	/scratch/laxy/jobs/1qUtszdMrQnXC4tawunu92/output/work/b1/63d420c26d3bf396316b9dc3146b33/fastqc/SRR2155414_fastqc.zip
